timestamp|game|ip|animal|action|state|browser
2026-04-11T19:49:45.649Z|who-eats-whom|107.13.165.55|SESSION|STARTED|0|Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/147.0.7727.47 Mobile/15E148 Safari/604.1
2026-04-11T19:44:54.987Z|who-eats-whom|107.13.165.55|Blue Heron|ADDED|0|Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/147.0.7727.47 Mobile/15E148 Safari/604.1
2026-04-11T19:44:52.111Z|who-eats-whom|107.13.165.55|Green Anole lizard|ADDED|0|Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/147.0.7727.47 Mobile/15E148 Safari/604.1
2026-04-11T19:44:50.859Z|who-eats-whom|107.13.165.55|Eastern Ratsnake|ADDED|0|Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/147.0.7727.47 Mobile/15E148 Safari/604.1
2026-04-11T19:44:49.361Z|who-eats-whom|107.13.165.55|Atlantic Blue Crab|ADDED|0|Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/147.0.7727.47 Mobile/15E148 Safari/604.1
2026-04-11T19:44:48.177Z|who-eats-whom|107.13.165.55|Grasshopper|ADDED|0|Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/147.0.7727.47 Mobile/15E148 Safari/604.1
2026-04-11T19:44:46.761Z|who-eats-whom|107.13.165.55|Pondhawk Dragonfly|ADDED|0|Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/147.0.7727.47 Mobile/15E148 Safari/604.1
2026-04-11T19:44:35.688Z|who-eats-whom|107.13.165.55|Black Carpenter Ant|ADDED|0|Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/147.0.7727.47 Mobile/15E148 Safari/604.1
2026-04-11T19:44:34.494Z|who-eats-whom|107.13.165.55|Earthworm|ADDED|0|Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/147.0.7727.47 Mobile/15E148 Safari/604.1
2026-04-11T19:44:33.064Z|who-eats-whom|107.13.165.55|White-footed Mouse|ADDED|0|Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/147.0.7727.47 Mobile/15E148 Safari/604.1
2026-04-11T19:44:31.829Z|who-eats-whom|107.13.165.55|Tree Frog|ADDED|0|Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/147.0.7727.47 Mobile/15E148 Safari/604.1
2026-04-11T19:44:30.216Z|who-eats-whom|107.13.165.55|Monarch Butterfly|ADDED|0|Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/147.0.7727.47 Mobile/15E148 Safari/604.1
2026-04-11T19:44:29.015Z|who-eats-whom|107.13.165.55|Yellow Garden Spider|ADDED|0|Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/147.0.7727.47 Mobile/15E148 Safari/604.1
2026-04-11T19:44:25.922Z|who-eats-whom|107.13.165.55|Green Sunfish|ADDED|0|Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/147.0.7727.47 Mobile/15E148 Safari/604.1
2026-04-11T19:44:21.472Z|who-eats-whom|107.13.165.55|Green June Beetle|ADDED|0|Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/147.0.7727.47 Mobile/15E148 Safari/604.1
2026-04-11T19:44:20.222Z|who-eats-whom|107.13.165.55|Persimmon|ADDED|0|Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/147.0.7727.47 Mobile/15E148 Safari/604.1
2026-04-11T19:44:18.392Z|who-eats-whom|107.13.165.55|Sun|ADDED|0|Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/147.0.7727.47 Mobile/15E148 Safari/604.1
2026-04-11T19:44:04.184Z|who-eats-whom|107.13.165.55|SESSION|STARTED|0|Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/147.0.7727.47 Mobile/15E148 Safari/604.1
2026-04-11T19:14:59.528Z|who-eats-whom|76.36.238.139|Blue Heron|DELETED|0|Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36
2026-04-11T19:13:35.344Z|who-eats-whom|76.36.238.139|Blue Heron|ADDED|0|Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36
2026-04-11T19:13:35.270Z|who-eats-whom|76.36.238.139|Eastern Ratsnake|ADDED|0|Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36
2026-04-11T19:13:35.224Z|who-eats-whom|76.36.238.139|Green Anole lizard|ADDED|0|Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36
2026-04-11T19:13:35.168Z|who-eats-whom|76.36.238.139|White-footed Mouse|ADDED|0|Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36
